"QID","itemLabel","itemDescription","article"
"Q2085058","Vídeo Brinquedo","Brazilian animation studio","https://en.wikipedia.org/wiki/V%C3%ADdeo_Brinquedo"
"Q1643954","Majestic Films International","film production company",NA
"Q2138792","Goldcrest Films","British film production company","https://en.wikipedia.org/wiki/Goldcrest_Films"
"Q1675023","Itala-Film","film production company",NA
"Q1748725","Seed Productions","Hugh Jackman's film production company","https://en.wikipedia.org/wiki/Seed_Productions"
"Q1785329","Nickelodeon Movies","organisation that produces film within the company Nickelodeon","https://en.wikipedia.org/wiki/Nickelodeon_Movies"
"Q3211552","La Petite Reine","French film production company","https://en.wikipedia.org/wiki/La_Petite_Reine"
"Q3208516","Q3208516",NA,NA
"Q3209750","Q3209750",NA,NA
"Q3232639","Q3232639",NA,NA
"Q3232646","Q3232646",NA,NA
"Q3234918","Q3234918",NA,NA
"Q3278407","Q3278407",NA,NA
"Q3319743","Q3319743",NA,NA
"Q3401450","Q3401450",NA,NA
"Q3476451","Q3476451",NA,NA
"Q3232636","Les Films Christian Fechner",NA,NA
"Q3232651","Les Films du Nord",NA,NA
"Q3321009","Monkey Pack Films",NA,NA
"Q3352864","Method Animation","French animation studio","https://en.wikipedia.org/wiki/Method_Animation"
"Q3461319","Saga Film","Film production company",NA
"Q3489768","Sombrero Films","French film production company",NA
"Q3337325","Navketan Films","former film production company which was based in Mumbai, India","https://en.wikipedia.org/wiki/Navketan_Films"
"Q3429960","Auvergne-Rhône-Alpes Cinéma","public-owned french film production and distribution company",NA
"Q3402325","British and Colonial Films","former British film company (1908-1924)","https://en.wikipedia.org/wiki/British_and_Colonial_Films"
"Q3334902","Nadiadwala Grandson Entertainment","Indian film production company","https://en.wikipedia.org/wiki/Nadiadwala_Grandson_Entertainment"
"Q3232649","Les Films du Carrosse",NA,NA
"Q3275643","Madeleine Films",NA,NA
"Q3343544","Nord-Ouest Films","french film production company",NA
"Q3231567","Cinémas de la zone","Firm",NA
"Q3362049","Pandora Film","German film production company","https://en.wikipedia.org/wiki/Pandora_Film"
"Q3352673","One World Films","Firm",NA
"Q3232643","Les Films de l'Arlequin",NA,NA
"Q3296225","Mary Pickford Film Corporation",NA,NA
"Q3358133","Ouille Productions",NA,NA
"Q3381427","Phono-Cinéma-Théâtre",NA,NA
"Q3425474","Renn Productions",NA,NA
"Q3459450","SE8 GROUP",NA,NA
"Q3420434","Raw Nerve","American film production company","https://en.wikipedia.org/wiki/Raw_Nerve_(company)"
"Q3486445","Skydance Media","American production company based in Santa Monica, California","https://en.wikipedia.org/wiki/Skydance_Media"
"Q3232642","Les Films d'ici",NA,NA
"Q3314282","Mille et une productions",NA,NA
"Q3282004","Tiger Aspect Productions","British television production company","https://en.wikipedia.org/wiki/Tiger_Aspect_Productions"
"Q3368737","Pathé Exchange","former film production and distribution company","https://en.wikipedia.org/wiki/Path%C3%A9_Exchange"
"Q3230674","Les Armateurs","French film production company","https://en.wikipedia.org/wiki/Les_Armateurs"
"Q3339209","Nexus Factory","Belgian film production company",NA
"Q3388555","Pimiento Mediaş","Film production company",NA
"Q3363246","Paradis Films","french cinema & tv company",NA
"Q3232647","Les Films du 24",NA,NA
"Q3368732","Pathé Distribution",NA,NA
"Q3478483","Semtex Girls",NA,NA
"Q3298993","Seven Arts Productions","American film, television and stage production and distribution company, 1957–1967","https://en.wikipedia.org/wiki/Seven_Arts_Productions"
"Q3273094","MNP Entreprise","French film production company","https://en.wikipedia.org/wiki/MNP_Entreprise"
"Q3232638","Les Films Corona","French film company","https://en.wikipedia.org/wiki/Les_Films_Corona"
"Q3476213","Scott Free Productions","British film and television production company","https://en.wikipedia.org/wiki/Scott_Free_Productions"
"Q3232633","Les Films 13",NA,NA
"Q3232650","Les Films du Kiosque",NA,NA
"Q3392176","Filmax","Spanish film production company","https://en.wikipedia.org/wiki/Filmax"
"Q3208517","La Fabrique de films","french film production and film distribution company",NA
"Q3232648","Films du dauphin",NA,NA
"Q3349547","Office Kitano",NA,NA
"Q3488561","Société nouvelle de distribution",NA,NA
"Q3236351","Les films du Worso","French film production company",NA
"Q3352944","Strix","Production companies in Sweden and Norway owned by Fremantle","https://en.wikipedia.org/wiki/Strix_(TV_production_company)"
"Q3264371","Lowave",NA,"https://en.wikipedia.org/wiki/Lowave"
"Q3275123","Mad Chance","Film production companies of the United States",NA
"Q3358940","Overture Films","defunct US motion picture production and distribution company","https://en.wikipedia.org/wiki/Overture_Films"
"Q3211378","La Parti Productions",NA,NA
"Q3282301","Maloford Productions",NA,NA
"Q3349121","Odec Kid Cartoons",NA,NA
"Q3347116","Néofilms",NA,NA
"Q3372798","Paulo Films",NA,NA
"Q3484008","Silver Vision","English video production and distribution label","https://en.wikipedia.org/wiki/Silver_Vision"
"Q3285496","Mandeville Films","American film production company","https://en.wikipedia.org/wiki/Mandeville_Films"
"Q3232644","Films de l'equinoxe","Firm",NA
"Q3422434","Recorded Picture Company","British film-production company","https://en.wikipedia.org/wiki/Recorded_Picture_Company"
"Q3232641","Les Films Pelléas","French film production company",NA
"Q3381138","Raimi Pictures","film production company",NA
"Q3460990","Sacrebleu Productions","animation studio",NA
"Q3374486","Filmbyen","film studio in Denmark","https://en.wikipedia.org/wiki/Filmbyen"
"Q3304113","Medusa Film","Italian film production & distribution company",NA
"Q3492475","Sovkino","cinematographic company of USSR",NA
"Q3231301","Les Cartooneurs Associés",NA,"https://en.wikipedia.org/wiki/Les_Cartooneurs_Associ%C3%A9s"
"Q3311503","Michigan films","Belgian film producer",NA
"Q3487676","Société Anonyme Tunisienne de Production et d'Expansion Cinématographique","Tunisian film company","https://en.wikipedia.org/wiki/Soci%C3%A9t%C3%A9_Anonyme_Tunisienne_de_Production_et_d%27Expansion_Cin%C3%A9matographique"
"Q3413369","Quasar Pictures","French film production company",NA
"Q2398333","TeamWorx","German film production company",NA
"Q2223309","Q2223309",NA,NA
"Q2421646","Q2421646",NA,NA
"Q2423166","Q2423166",NA,NA
"Q2491921","Q2491921",NA,NA
"Q2630816","Q2630816",NA,NA
"Q2363431","Little Bear",NA,NA
"Q2829087","Q2829087",NA,NA
"Q2840274","Q2840274",NA,NA
"Q2722120","Film Roman","American animation studio","https://en.wikipedia.org/wiki/Film_Roman"
"Q2381773","Kazakhfilm","film studio","https://en.wikipedia.org/wiki/Kazakhfilm"
"Q2754549","Albafilm-Tirana","film production company","https://en.wikipedia.org/wiki/National_Center_of_Cinematography_(Albania)"
"Q2367528","Superfilm",NA,NA
"Q2384316","Tig Productions",NA,NA
"Q2833663","Alexandre Films",NA,NA
"Q2647558","All3Media","UK's largest independent television, film and digital production and distribution company","https://en.wikipedia.org/wiki/All3Media"
"Q2449483","First Floor Features BV","Dutch film production company",NA
"Q2371191","Woodfall Film Productions",NA,"https://en.wikipedia.org/wiki/Woodfall_Film_Productions"
"Q2378685","Bélokapi",NA,NA
"Q2703403","Kasander Film",NA,NA
"Q2698248","Warner Independent Pictures","American independent film division of Warner Bros","https://en.wikipedia.org/wiki/Warner_Independent_Pictures"
"Q2664286","Chuvashcinema",NA,"https://en.wikipedia.org/wiki/Chuvashcinema"
"Q2830819","Films Albatros","French film production company","https://en.wikipedia.org/wiki/Films_Albatros"
"Q2796478","IDTV","Dutch film production company",NA
"Q2649438","Alloy Entertainment","Book packaging and television production unit of Warner Bros. Television Studios.","https://en.wikipedia.org/wiki/Alloy_Entertainment"
"Q2385609","TV60Filmproduktion","German film production company",NA
"Q2748878","A. Film A/S",NA,"https://en.wikipedia.org/wiki/A._Film_Production"
"Q2304011","Soulcage Department",NA,NA
"Q2386906","Tacker Film",NA,NA
"Q2601340","Your Family Entertainment",NA,NA
"Q2245650","Kudos","British independent film and television production company","https://en.wikipedia.org/wiki/Kudos_(production_company)"
"Q2823848","Adastra Films","French film production and distribution company","https://en.wikipedia.org/wiki/Adastra_Films"
"Q2415769","Heyday Films","British film studio","https://en.wikipedia.org/wiki/Heyday_Films"
"Q2767515","Ay Yapım","Turkish TV production company","https://en.wikipedia.org/wiki/Ay_Yap%C4%B1m"
"Q2702789","Relativity Media","American media company located in Beverly Hills, California","https://en.wikipedia.org/wiki/Relativity_Media"
"Q2293215","A.D. Vision","American entertainment company","https://en.wikipedia.org/wiki/A.D._Vision"
"Q2793505","Company Pictures","British television production company","https://en.wikipedia.org/wiki/Company_Pictures"
"Q2366570","Sunny Bastards","German film and record label",NA
"Q2714630","Strike Entertainment","defunct American production company","https://en.wikipedia.org/wiki/Strike_Entertainment"
"Q2528494","Vita-Film",NA,"https://en.wikipedia.org/wiki/Vita-Film"
"Q2270552","Bright/Kauffman/Crane Productions",NA,NA
"Q2439811","Phanta Vision",NA,NA
"Q2451857","Tresor TV",NA,NA
"Q2248741","Schongerfilm","film production company",NA
"Q2823598","Acteurs Auteurs Associés","french film production and distribution company",NA
"Q2716300","Motel Films",NA,NA
"Q2826544","CAPA agency","French news agency and production company","https://en.wikipedia.org/wiki/Agence_CAPA"
"Q2719775","Saban Entertainment","Israeli-American television production company","https://en.wikipedia.org/wiki/Saban_Entertainment"
"Q2232074","Koeken Troef!",NA,NA
"Q2250686","SchuhWerkMedia",NA,NA
"Q2375674","Synchro Film",NA,NA
"Q2358685","Studio Hamburg Serienwerft Lüneburg",NA,NA
"Q2358689","Studio Hamburg Synchron",NA,NA
"Q2406996","Teufelsberg Produktion",NA,NA
"Q2495083","Unitas Film",NA,NA
"Q2595160","Medienprojekt Wuppertal",NA,NA
"Q2358680","Studio Hamburg","German film production company based in Hamburg","https://en.wikipedia.org/wiki/Wandsbek_Studios"
"Q2816945","4 Mecs à Lunettes Production",NA,NA
"Q2816944","4 Mecs en Baskets",NA,NA
"Q2407055","Filmfabriek F.A. Nöggerath","Dutch film production company",NA
"Q2748604","Film i Väst","Swedish film studio","https://en.wikipedia.org/wiki/Film_i_V%C3%A4st"
"Q2554119","Wega Film","Austrian film production company",NA
"Q2568777","Wien-Film","Austrian film company","https://en.wikipedia.org/wiki/Wien-Film"
"Q2420344","AP Films","TV company","https://en.wikipedia.org/wiki/AP_Films"
"Q2399565","Adel Productions","French film production company",NA
"Q2740839","Solar Films","Finnish film production company","https://en.wikipedia.org/wiki/Solar_Films"
"Q2555377","Anabolic Video",NA,"https://en.wikipedia.org/wiki/Anabolic_Video"
"Q2793276","Participant","American film production company","https://en.wikipedia.org/wiki/Participant_(company)"
"Q2669403","Icon Productions","American independent production company founded in August 1989","https://en.wikipedia.org/wiki/Icon_Productions"
"Q2812139","Sunlight Productions","film and TV production company","https://en.wikipedia.org/wiki/Sunlight_Productions"
"Q2756503","Gaumont-British Picture Corporation","British film company","https://en.wikipedia.org/wiki/Gaumont-British"
"Q2579492","Davis Entertainment","American film production company","https://en.wikipedia.org/wiki/Davis_Entertainment"
"Q2823658","Action Synthese",NA,"https://en.wikipedia.org/wiki/Action_Synthese"
"Q2568272","Wiedemann & Berg Television","German film production company based in Munich","https://en.wikipedia.org/wiki/Wiedemann_%26_Berg_Film_Production"
"Q2644123","Fox Film Corporation","American film production company, 1915–1935","https://en.wikipedia.org/wiki/Fox_Film"
"Q2376192","Produzioni Europee Associati","film production company","https://en.wikipedia.org/wiki/Produzioni_Europee_Associati"
"Q2450848","StudioCanal","French film studio","https://en.wikipedia.org/wiki/StudioCanal"
"Q2407366","Merchant Ivory Productions","film company founded in 1961 by producer Ismail Merchant and director James Ivory","https://en.wikipedia.org/wiki/Merchant_Ivory_Productions"
"Q3149951","ITC Entertainment","UK-based tv and movie production and distribution company","https://en.wikipedia.org/wiki/ITC_Entertainment"
"Q2982772","Q2982772",NA,NA
"Q3011104","Q3011104",NA,NA
"Q3025884","Q3025884",NA,NA
"Q3060585","Q3060585",NA,NA
"Q3072151","Q3072151",NA,NA
"Q3083029","Q3083029",NA,NA
"Q3134989","Q3134989",NA,NA
"Q2873244","Avala Film","film studio","https://en.wikipedia.org/wiki/Avala_Film"
"Q2864822","Arte France Cinéma",NA,NA
