"QID","lang"
"Q50065276","English"
"Q50070905","English"
"Q50070917","English"
"Q50103451","German"
"Q50103451","English"
"Q50121012","English"
"Q50126354","German"
"Q50145356","German"
"Q50143448","English"
"Q49872132","Italian"
"Q50127265","Dutch"
"Q50070917","Armenian"
"Q50070917","Georgian"
"Q49802522","Telugu"
"Q49997914","Arabic"
"Q49718998","French"
"Q49829007","French"
"Q49829787","French"
"Q49835081","French"
"Q49848331","French"
"Q49849413","French"
"Q49852652","French"
"Q49853482","French"
"Q49997914","French"
"Q50103451","French"
"Q49997914","Urdu"
"Q49839725","Odia"
"Q49840296","Odia"
"Q49840538","Odia"
"Q50070890","Russian"
"Q50070905","Russian"
"Q50070917","Russian"
"Q50111493","Russian"
"Q50179433","Flemish"
"Q50070882","Latvian"
"Q50070881","Latvian"
"Q50070887","Latvian"
"Q50070884","Latvian"
"Q50070885","Latvian"
"Q50070888","Latvian"
"Q50070889","Latvian"
"Q50070894","Latvian"
"Q50070895","Latvian"
"Q50070898","Latvian"
"Q50070899","Latvian"
"Q50070896","Latvian"
"Q50070900","Latvian"
"Q50070913","Latvian"
"Q50070917","Latvian"
"Q50070923","Latvian"
"Q50070921","Latvian"
"Q50070924","Latvian"
"Q50070925","Latvian"
"Q50070929","Latvian"
"Q50070933","Latvian"
"Q50070939","Latvian"
"Q50070937","Latvian"
"Q50070943","Latvian"
"Q50070950","Latvian"
"Q50070948","Latvian"
"Q50070949","Latvian"
"Q50070955","Latvian"
"Q50070952","Latvian"
"Q50070953","Latvian"
"Q50070959","Latvian"
"Q50070967","Latvian"
"Q50070964","Latvian"
"Q50070968","Latvian"
"Q50070969","Latvian"
"Q50071276","Latvian"
"Q50063728","Spanish"
"Q49997914","Malay"
"Q50101776","Spanish"
"Q49852996","Hebrew"
"Q50004477","Hebrew"
"Q50065278","Hebrew"
"Q50082186","Hebrew"
"Q50083980","Hebrew"
"Q50143448","Mandarin Chinese"
"Q52081689","German"
"Q52112477","German"
"Q52126398","German"
"Q52147052","German"
"Q52151190","English"
"Q52151194","English"
"Q52151192","English"
"Q52151198","English"
"Q52151202","English"
"Q52151200","English"
"Q52151201","English"
"Q52151206","English"
"Q52151207","English"
"Q52151204","English"
"Q52151210","English"
"Q52151211","English"
"Q52151209","English"
"Q52151214","English"
"Q52151215","English"
"Q52151218","English"
"Q52151217","English"
"Q52151279","English"
"Q52151277","English"
"Q52151283","English"
"Q52151280","English"
"Q52151281","English"
"Q52151286","English"
"Q52151285","English"
"Q52151289","English"
"Q52151331","English"
"Q52151335","English"
"Q52151339","English"
"Q52151349","English"
"Q52151359","English"
"Q52151356","English"
"Q52151357","English"
"Q52151362","English"
"Q52151361","English"
"Q52151376","English"
"Q52151406","English"
"Q52151481","English"
"Q52151490","English"
"Q52151494","English"
"Q52151493","English"
"Q52151499","English"
"Q52151500","English"
"Q52151504","English"
"Q52151514","English"
"Q52157620","German"
"Q52157717","German"
"Q52161177","German"
"Q52161668","German"
"Q52161700","Portuguese"
"Q52161553","English"
"Q52063368","Dutch"
"Q52111831","Italian"
"Q52151464","Italian"
"Q52158045","Ukrainian"
"Q52160077","French"
"Q52161808","French"
"Q52154522","Odia"
"Q52154827","Odia"
"Q52155291","Odia"
"Q52156270","Odia"
"Q52076767","Russian"
"Q52158045","Russian"
"Q52160077","Russian"
"Q52151857","Malayalam"
"Q52144933","Bangla"
"Q52153740","Bangla"
"Q52063224","Spanish"
"Q52063333","Spanish"
"Q52063520","Spanish"
"Q52063541","Spanish"
"Q52063589","Spanish"
"Q52084234","Spanish"
"Q52142109","Spanish"
"Q52144002","Spanish"
"Q52144738","Spanish"
"Q52152601","Spanish"
"Q52152638","Spanish"
"Q52157742","Spanish"
"Q52157923","Spanish"
"Q52157920","Spanish"
"Q52157927","Spanish"
"Q52157924","Spanish"
"Q52157925","Spanish"
"Q52158771","Spanish"
"Q52158927","Spanish"
"Q52161571","Spanish"
"Q52161585","Spanish"
"Q52161590","Spanish"
"Q52161654","Spanish"
"Q52161706","Spanish"
"Q52159449","Indonesian"
"Q52161902","Turkish"
"Q52161951","Turkish"
"Q52063361","Hebrew"
"Q52063416","Hebrew"
"Q52089585","Hebrew"
"Q54020796","English"
"Q54020812","English"
"Q54020826","English"
"Q54020839","English"
"Q54020858","English"
"Q54020873","English"
"Q54020886","English"
"Q54020904","English"
"Q54020922","English"
"Q54020932","English"
"Q54020945","English"
"Q54020958","English"
"Q54020972","English"
"Q54020985","English"
"Q54021001","English"
"Q54021017","English"
"Q54021027","English"
"Q54021044","English"
"Q54021060","English"
"Q54021107","English"
"Q54021116","English"
"Q54021129","English"
"Q54021143","English"
"Q54026955","English"
"Q54073954","German"
"Q54074473","German"
"Q54074981","German"
"Q54098366","German"
"Q54098366","English"
"Q54102031","Croatian"
"Q54152498","German"
"Q54152512","German"
"Q54153094","English"
"Q54304580","German"
"Q54322665","English"
"Q54339473","English"
"Q54366261","English"
"Q54371523","English"
"Q54439094","German"
"Q54437950","English"
"Q54448195","English"
"Q54489141","English"
"Q54554847","German"
"Q54554847","English"
"Q54225365","Italian"
"Q54585970","German"
"Q54613657","Chinese"
"Q54616790","Chinese"
"Q54621684","English"
"Q54622147","English"
"Q54622178","English"
"Q54622242","English"
"Q54622302","English"
"Q54634313","German"
"Q54321820","Tamil"
"Q54723579","Kannada"
"Q54801155","English"
"Q54807487","English"
"Q54812267","English"
"Q54815999","German"
"Q54805774","Bulgarian"
"Q54818558","English"
"Q54819936","English"
"Q54803694","Korean"
"Q54706498","Japanese"
"Q54819842","Korean"
"Q54554847","Italian"
"Q54762644","Greenlandic"
"Q54319709","Telugu"
"Q54076791","French"
"Q54152675","French"
"Q54165988","French"
"Q54219624","French"
"Q54389189","French"
"Q54432816","French"
"Q54225365","Albanian"
"Q54666645","French"
"Q54759834","French"
"Q54094894","Odia"
"Q54257371","Odia"
"Q54281150","Odia"
"Q54371825","Odia"
"Q54504132","Odia"
"Q54513095","Odia"
"Q54600885","Odia"
"Q54801955","Odia"
"Q54674414","Russian"
"Q54819554","Russian"
"Q54772282","Hindi"
"Q54430050","Czech"
"Q54462995","Czech"
"Q54479153","Czech"
"Q54802858","Bangla"
"Q54225365","Finnish"
"Q54554847","Spanish"
"Q54666523","Spanish"
"Q54670111","Spanish"
"Q54810311","Spanish"
"Q54762644","Danish"
"Q54806614","Greek"
"Q55178974","English"
"Q55181535","English"
"Q55183044","English"
"Q55195282","English"
"Q55215615","English"
"Q55220530","English"
"Q55227056","English"
"Q55238516","German"
"Q55238516","Portuguese"
"Q55236987","English"
"Q55238043","English"
"Q55238067","English"
"Q55238516","English"
"Q55238638","English"
"Q55238691","English"
"Q55246967","German"
"Q55258969","German"
"Q55257871","English"
"Q55258951","English"
"Q55258957","English"
"Q55258962","English"
"Q55258960","English"
"Q55258967","English"
"Q55258965","English"
"Q55258968","English"
"Q55258969","English"
"Q55258975","English"
"Q55258972","English"
"Q55258973","English"
"Q55258979","English"
"Q55258983","English"
"Q55258980","English"
"Q55258981","English"
"Q55258986","English"
"Q55258990","English"
"Q55258988","English"
"Q55258993","English"
"Q55258997","English"
"Q55259003","English"
"Q55259000","English"
"Q55259007","English"
"Q55259005","English"
"Q55259010","English"
"Q55259014","English"
"Q55259015","English"
"Q55259013","English"
"Q55259017","English"
"Q55262219","English"
"Q55262658","English"
"Q55262764","English"
"Q55272444","Portuguese"
"Q55282404","English"
"Q55284714","English"
"Q55284752","English"
"Q55223237","Japanese"
"Q55261722","Catalan"
"Q55227056","Tamil"
"Q55196874","Arabic"
"Q55230971","French"
"Q55231771","French"
"Q55237811","French"
"Q55237838","French"
"Q55237863","French"
"Q55237884","French"
"Q55237888","French"
"Q55238516","French"
"Q55238562","French"
"Q55238569","French"
"Q55238623","French"
"Q55238699","French"
"Q55238776","French"
"Q55238788","French"
"Q55238818","French"
"Q55238824","French"
"Q55238828","French"
"Q55238839","French"
"Q55237643","Urdu"
"Q55237869","Hungarian"
"Q55274172","Odia"
"Q55236592","Russian"
"Q55285793","Latvian"
"Q55285814","Latvian"
"Q55285815","Latvian"
"Q55285812","Latvian"
"Q55285813","Latvian"
"Q55285817","Latvian"
"Q55238673","no linguistic content"
"Q55238678","no linguistic content"
"Q55238716","no linguistic content"
"Q55238813","no linguistic content"
"Q55181738","Bangla"
"Q55237643","Punjabi"
"Q55237778","Punjabi"
"Q55180098","Spanish"
"Q55196866","Spanish"
"Q55205548","Spanish"
"Q55238516","Spanish"
"Q55241380","Spanish"
"Q55236962","Marathi"
"Q55265195","Swiss German"
"Q50988290","German"
"Q50986055","English"
"Q51024676","German"
"Q51031094","English"
"Q51031099","English"
"Q51031148","English"
"Q51031163","English"
"Q51031174","English"
"Q51031184","English"
"Q51031201","English"
"Q51031210","English"
"Q51031218","English"
"Q51031226","English"
"Q51031233","English"
"Q51031241","English"
"Q51031251","English"
"Q51031272","English"
"Q51031282","English"
"Q51031293","English"
"Q51031301","English"
"Q51031313","English"
"Q51031321","English"
"Q51031341","English"
"Q51031358","English"
"Q51031366","English"
"Q51031376","English"
"Q51038618","English"
"Q51067659","English"
"Q51078935","German"
"Q51077312","English"
"Q51077323","English"
"Q51077514","English"
"Q51077699","English"
"Q51089117","German"
"Q51089226","German"
"Q51090009","German"
"Q51090035","German"
"Q51090060","German"
"Q51091290","German"
"Q51088493","English"
"Q51093046","English"
"Q51098330","German"
"Q51100845","English"
"Q51126436","English"
"Q51126751","English"
"Q51126812","English"
"Q51132407","English"
"Q51137135","German"
"Q51121071","Korean"
"Q51028272","Japanese"
"Q51167922","English"
"Q51200935","German"
"Q51219520","German"
"Q51220845","Portuguese"
"Q51221111","English"
"Q51132277","Japanese"
"Q51260526","Portuguese"
"Q51260526","English"
"Q51026278","Catalan"
"Q51119167","Telugu"
"Q51157034","Arabic"
"Q51158552","Arabic"
"Q51077176","French"
"Q51077203","French"
"Q51159400","French"
"Q51152367","Hungarian"
"Q51080193","Odia"
"Q51080202","Odia"
"Q51080334","Odia"
"Q51080351","Odia"
"Q51080363","Odia"
"Q51080374","Odia"
"Q51190711","Russian"
"Q50985532","Hindi"
"Q51173873","Czech"
"Q51078075","Bangla"
"Q51026278","Spanish"
"Q51138859","Spanish"
"Q51150819","Spanish"
"Q51158735","Spanish"
"Q50991354","Greek"
"Q51136673","Turkish"
"Q51137051","Turkish"
"Q51137197","Turkish"
"Q51137895","Turkish"
"Q51138340","Turkish"
"Q51138482","Turkish"
"Q51139688","Turkish"
"Q51139769","Turkish"
"Q51139898","Turkish"
"Q51139986","Turkish"
"Q51222224","Spanish"
"Q51224874","Spanish"
"Q51260526","Spanish"
"Q51227880","Turkish"
"Q51157034","Moroccan Darija"
"Q51024396","Tagalog"
"Q51089786","Vietnamese"
"Q51158735","Mapudungun"
"Q51257018","Hong Kong Cantonese"
"Q55613929","Portuguese"
"Q55610642","English"
"Q55611295","English"
"Q55611307","English"
"Q55611495","English"
"Q55611498","English"
"Q55611631","English"
"Q55611897","English"
"Q55612154","English"
"Q55612167","English"
"Q55612625","English"
"Q55612683","English"
"Q55612681","English"
"Q55612739","English"
"Q55612757","English"
"Q55612762","English"
"Q55612903","English"
"Q55612948","English"
"Q55613089","English"
"Q55613438","English"
"Q55613539","English"
"Q55613552","English"
"Q55613594","English"
"Q55613729","English"
"Q55613861","English"
"Q55613894","English"
"Q55613905","English"
"Q55613911","English"
"Q55613927","English"
"Q55613938","English"
"Q55613941","English"
"Q55613965","English"
"Q55614003","English"
"Q55614093","English"
"Q55614153","English"
"Q55614175","English"
"Q55614220","English"
"Q55614368","English"
"Q55614382","English"
"Q55616261","Thai"
"Q55614686","English"
"Q55614694","English"
"Q55614840","English"
"Q55615278","English"
"Q55615383","English"
"Q55615419","English"
"Q55615594","English"
"Q55615972","English"
"Q55616096","English"
"Q55616601","English"
"Q55621094","English"
"Q55621202","English"
"Q55621371","English"
"Q55621385","English"
"Q55621513","English"
"Q55621537","English"
"Q55621609","English"
"Q55621728","English"
"Q55621958","English"
"Q55621959","English"
"Q55622366","English"
"Q55623085","English"
"Q55623088","English"
"Q55623089","English"
"Q55614643","Kannada"
"Q55613584","Japanese"
"Q55616294","Japanese"
"Q55612140","Polish"
"Q55612244","Tamil"
"Q55614314","Tamil"
"Q55615775","Tamil"
"Q55616082","Tamil"
"Q55616516","Tamil"
"Q55621862","Tamil"
"Q55621966","Tamil"
"Q55611093","Burmese"
"Q55611328","Telugu"
"Q55612808","Telugu"
"Q55615777","French"
"Q55611259","Hindi"
"Q55613710","Hindi"
"Q55613853","Hindi"
"Q55615453","Hindi"
"Q55615951","Hindi"
"Q55621402","Malayalam"
"Q55621418","Malayalam"
"Q55613764","Bangla"
"Q55615613","Bangla"
"Q55615627","Bangla"
"Q55615901","Bangla"
"Q55622120","Punjabi"
"Q55610659","Spanish"
"Q55616430","Spanish"
"Q55621651","Spanish"
"Q55612607","Sinhala"
"Q55614660","Sinhala"
"Q55616296","Sinhala"
"Q55613962","Assamese"
"Q55612618","Marathi"
"Q55616604","Marathi"
"Q52176071","German"
"Q52176071","English"
"Q52185353","German"
"Q52190013","English"
"Q52192614","English"
"Q52193118","English"
"Q52229952","English"
"Q52241682","German"
"Q52272990","English"
"Q52276380","English"
"Q52228356","Japanese"
"Q52228601","Japanese"
"Q52229064","Japanese"
"Q52383201","German"
"Q52394584","German"
"Q52394588","German"
"Q52391957","English"
"Q52394588","English"
"Q52429588","Portuguese"
"Q52431614","English"
"Q52272990","Swahili"
"Q52489500","English"
"Q52498559","German"
"Q52442098","Persian"
"Q52442573","Persian"
"Q52176170","Italian"
"Q52395285","Georgian"
"Q52266837","Italian"
"Q52289579","Tamil"
"Q52238037","Arabic"
"Q52360907","Telugu"
"Q52255505","French"
"Q52255582","French"
"Q52321239","French"
"Q52394588","French"
"Q52418274","French"
"Q52419456","French"
"Q52337810","Hungarian"
"Q52510621","Russian"
"Q52254005","Hindi"
"Q52389708","Hindi"
"Q52442624","Hindi"
"Q52316925","Latvian"
"Q52161984","Spanish"
"Q52161988","Spanish"
"Q52161996","Spanish"
"Q52162249","Spanish"
"Q52165311","Spanish"
"Q52165796","Spanish"
"Q52166257","Spanish"
"Q52182790","Spanish"
"Q52183160","Spanish"
"Q52183847","Spanish"
"Q52186925","Spanish"
"Q52187660","Spanish"
"Q52205004","Spanish"
"Q52230224","Spanish"
"Q52232630","Spanish"
"Q52233671","Spanish"
"Q52236315","Spanish"
"Q52241940","Spanish"
"Q52242152","Spanish"
"Q52170007","Malay"
"Q52248972","Spanish"
"Q52238344","Turkish"
"Q52238390","Turkish"
"Q52238717","Turkish"
"Q52238899","Turkish"
"Q52240769","Turkish"
"Q52240931","Turkish"
"Q52241211","Turkish"
"Q52241314","Turkish"
"Q52241696","Turkish"
"Q52241760","Turkish"
"Q52241835","Turkish"
"Q52241996","Turkish"
"Q52311158","Spanish"
"Q52311375","Spanish"
"Q52312244","Spanish"
"Q52312714","Spanish"
"Q52313338","Spanish"
"Q52313459","Spanish"
"Q52359153","Spanish"
"Q52176071","Greek"
"Q52418399","Spanish"
"Q52433601","Spanish"
"Q52439180","Spanish"
"Q52456422","Spanish"
"Q52394588","Turkish"
"Q52395646","Turkish"
"Q52401116","Turkish"
"Q52401167","Turkish"
"Q52401818","Turkish"
"Q52467357","Spanish"
"Q52512418","Spanish"
"Q52460959","Indonesian"
"Q52250978","Yakut"
"Q52487560","Marathi"
"Q52494197","Hebrew"
"Q52178031","Quechua"
"Q54829417","German"
"Q54829016","English"
"Q54829043","English"
"Q54829046","English"
"Q54829089","English"
"Q54829190","English"
"Q54834147","German"
"Q54835856","German"
"Q54850132","German"
"Q54855968","German"
"Q54856217","German"
"Q54854465","English"
"Q54824324","Bhojpuri"
"Q54855824","English"
"Q54859737","English"
"Q54860489","English"
"Q54860504","English"
"Q54861200","English"
"Q54861821","English"
"Q54862508","English"
"Q54863875","English"
"Q54863905","English"
"Q54868263","English"
"Q54868261","English"
"Q54868267","English"
"Q54868265","English"
"Q54868270","English"
"Q54868271","English"
"Q54868268","English"
"Q54868269","English"
"Q54868274","English"
"Q54868272","English"
"Q54868276","English"
"Q54868282","English"
"Q54868280","English"
"Q54868281","English"
"Q54868287","English"
"Q54868284","English"
"Q54868290","English"
"Q54868288","English"
"Q54868289","English"
"Q54868294","English"
"Q54868295","English"
"Q54868292","English"
"Q54868293","English"
"Q54868297","English"
"Q54862872","Japanese"
"Q54822310","Italian"
"Q54829272","Tamil"
"Q54829311","Tamil"
"Q54863867","Arabic"
"Q54863865","Arabic"
"Q54863871","Arabic"
"Q54863868","Arabic"
"Q54863874","Arabic"
"Q54863875","Arabic"
"Q54863872","Arabic"
"Q54863879","Arabic"
"Q54863877","Arabic"
"Q54863883","Arabic"
"Q54863881","Arabic"
"Q54863886","Arabic"
"Q54863885","Arabic"
"Q54863891","Arabic"
"Q54863888","Arabic"
"Q54863894","Arabic"
"Q54863892","Arabic"
"Q54863897","Arabic"
"Q54863902","Arabic"
"Q54863900","Arabic"
"Q54863908","Arabic"
"Q54863914","Arabic"
"Q54863917","Arabic"
"Q54863922","Arabic"
"Q54863940","Arabic"
"Q54863944","Arabic"
"Q54863955","Arabic"
"Q54863952","Arabic"
"Q54863953","Arabic"
"Q54863958","Arabic"
"Q54863963","Arabic"
"Q54863960","Arabic"
"Q54866712","Arabic"
"Q54829100","French"
"Q54860489","Mayan"
"Q54857354","Odia"
"Q54842886","Russian"
"Q54854452","Nepali"
"Q54819999","Bangla"
"Q54822310","Spanish"
"Q54823821","Spanish"
"Q54823864","Spanish"
"Q54823865","Spanish"
"Q54847553","Spanish"
"Q54853185","Spanish"
"Q54860489","Spanish"
"Q54863908","Turkish"
"Q54822310","Greek"
"Q54863889","Moroccan Darija"
"Q54860489","Wakandan"
"Q52515221","English"
"Q52526965","Thai"
"Q52527250","Thai"
"Q52554681","German"
"Q52554740","German"
"Q52554681","English"
"Q52554762","English"
"Q52554791","English"
"Q52556665","English"
"Q52559148","English"
"Q52561794","English"
"Q52567286","English"
"Q52577872","German"
"Q52577872","English"
"Q52634370","English"
"Q52637874","Thai"
"Q52637799","English"
"Q52516704","Dutch"
"Q52673079","German"
"Q52695965","English"
"Q52715530","English"
"Q52715542","English"
"Q52715550","English"
"Q52715558","English"
"Q52715575","English"
"Q52715587","English"
"Q52715594","English"
"Q52715605","English"
"Q52715614","English"
"Q52715621","English"
"Q52715628","English"
"Q52715635","English"
"Q52715645","English"
"Q52715654","English"
"Q52715660","English"
"Q52715667","English"
"Q52715674","English"
"Q52715681","English"
"Q52715687","English"
"Q52715693","English"
"Q52715697","English"
"Q52715703","English"
"Q52715708","English"
"Q52715716","English"
"Q52715722","English"
"Q52715726","English"
"Q52715735","English"
"Q52715740","English"
"Q52715747","English"
"Q52715755","English"
"Q52715761","English"
"Q52715768","English"
"Q52715786","English"
"Q52715793","English"
"Q52715801","English"
"Q52715809","English"
"Q52715819","English"
"Q52715832","English"
"Q52715842","English"
"Q52758836","English"
"Q52666393","Japanese"
"Q52712911","Japanese"
"Q52554791","Italian"
"Q52635968","Catalan"
"Q52598960","Tamil"
"Q52554762","Arabic"
"Q52601126","Arabic"
"Q52554791","French"
"Q52565044","French"
"Q52586285","French"
"Q52637866","French"
"Q52558203","Russian"
"Q52560556","Russian"
"Q52560730","Russian"
"Q52561101","Russian"
"Q52561591","Russian"
"Q52562178","Russian"
"Q52562222","Russian"
"Q52562409","Russian"
"Q52563679","Russian"
"Q52564463","Russian"
"Q52567385","Russian"
"Q52572455","Russian"
"Q52521891","Hindi"
"Q52563761","Hindi"
"Q52688296","Hindi"
"Q52512653","Spanish"
"Q52516278","Spanish"
"Q52528514","Spanish"
"Q52557818","Spanish"
"Q52635968","Spanish"
"Q52636780","Spanish"
"Q52578199","Turkish"
"Q52600636","Turkish"
"Q52601126","Turkish"
"Q52696549","Spanish"
"Q52600636","Greek"
"Q52577872","Hebrew"
"Q52695887","Hebrew"
"Q52695965","Hebrew"
"Q55287239","English"
"Q55287236","English"
"Q55287241","English"
"Q55287246","English"
"Q55287253","English"
"Q55287256","English"
"Q55292930","English"
"Q55315987","German"
"Q55315205","English"
"Q55333080","English"
"Q55338895","German"
"Q55339920","German"
"Q55340502","German"
"Q55339805","English"
"Q55348557","German"
"Q55314952","Kannada"
"Q55352247","German"
"Q55356128","English"
"Q55360169","German"
"Q55360296","German"
"Q55359992","English"
"Q55375023","German"
"Q55378466","German"
"Q55375023","English"
"Q55386549","German"
"Q55384076","English"
"Q55388281","English"
"Q55389582","Kannada"
"Q55389847","Kannada"
"Q55313412","Japanese"
"Q55356128","Japanese"
"Q55361709","Dutch"
"Q55286303","Tamil"
"Q55311529","Tamil"
"Q55386247","Arabic"
"Q55386248","Arabic"
"Q55386254","Arabic"
"Q55386252","Arabic"
"Q55386259","Arabic"
"Q55386256","Arabic"
"Q55386275","Arabic"
"Q55386276","Arabic"
"Q55390286","Arabic"
"Q55390292","Arabic"
"Q55390414","Arabic"
"Q55390438","Arabic"
"Q55389050","French"
"Q55384909","Russian"
"Q55388838","Russian"
"Q55341734","Hindi"
"Q55389592","Hindi"
"Q55285819","Latvian"
"Q55285820","Latvian"
"Q55285821","Latvian"
"Q55285827","Latvian"
"Q55285825","Latvian"
"Q55285844","Latvian"
"Q55285850","Latvian"
"Q55285854","Latvian"
"Q55285855","Latvian"
"Q55285852","Latvian"
"Q55285864","Latvian"
"Q55285871","Latvian"
"Q55285880","Latvian"
"Q55285884","Latvian"
"Q55285910","Latvian"
"Q55285911","Latvian"
"Q55285909","Latvian"
"Q55285928","Latvian"
"Q55285942","Latvian"
"Q55286048","Latvian"
"Q55286058","Latvian"
"Q55286059","Latvian"
"Q55286057","Latvian"
"Q55286062","Latvian"
"Q55286060","Latvian"
"Q55286074","Latvian"
"Q55286083","Latvian"
"Q55286087","Latvian"
"Q55286085","Latvian"
"Q55286090","Latvian"
"Q55286091","Latvian"
"Q55286088","Latvian"
"Q55286089","Latvian"
"Q55286092","Latvian"
"Q55389429","Malayalam"
"Q55389741","Malayalam"
"Q55390308","Malayalam"
"Q55381186","Bangla"
"Q55390488","Bangla"
"Q55390227","Indonesian"
"Q55390292","Turkish"
"Q55389952","Sinhala"
"Q55390128","Sinhala"
"Q55390378","Sinhala"
"Q55389704","Maldivian"
"Q55390392","Marathi"
"Q55380520","Swiss German"
"Q55378068","Vietnamese"
"Q55376631","Standard Mandarin"
"Q55624093","Portuguese"
"Q55623132","English"
"Q55623182","English"
"Q55623515","English"
"Q55623589","English"
"Q55623614","English"
"Q55623727","English"
"Q55623763","English"
"Q55624128","English"
"Q55624299","English"
"Q55624605","English"
"Q55624617","English"
"Q55625008","English"
"Q55625333","English"
"Q55625451","English"
"Q55625564","English"
"Q55627319","English"
"Q55627363","English"
"Q55627364","English"
"Q55627534","English"
"Q55627581","English"
"Q55628020","English"
"Q55628126","English"
"Q55628277","English"
"Q55628366","English"
"Q55628379","English"
"Q55628439","English"
"Q55628546","English"
"Q55628550","English"
"Q55629138","English"
"Q55629137","English"
"Q55629141","English"
"Q55629494","English"
"Q55629993","English"
"Q55630115","English"
"Q55630238","English"
"Q55630320","English"
"Q55630676","English"
"Q55631168","English"
"Q55631173","English"
"Q55631288","English"
"Q55631307","English"
"Q55631334","English"
"Q55631346","English"
"Q55631457","English"
"Q55631474","English"
"Q55631701","English"
"Q55631705","English"
"Q55632111","English"
"Q55632310","English"
"Q55632360","English"
"Q55632735","English"
"Q55632769","English"
"Q55633130","English"
"Q55633192","English"
"Q55633282","English"
"Q55632096","Korean"
"Q55632402","Korean"
"Q55631288","Northern Sami"
"Q55632686","Japanese"
"Q55624049","Tamil"
"Q55624913","Tamil"
"Q55624919","Tamil"
"Q55628294","Tamil"
"Q55631198","Tamil"
"Q55632806","Tamil"
"Q55632851","Tamil"
"Q55633241","Tamil"
"Q55633278","Tamil"
"Q55624921","Telugu"
"Q55627336","Telugu"
"Q55632981","Odia"
"Q55632994","Russian"
"Q55628296","Hindi"
"Q55629883","Hindi"
"Q55630175","Hindi"
"Q55631463","Hindi"
"Q55633075","Hindi"
"Q55629237","Czech"
"Q55631202","Gujarati"
"Q55624524","Malayalam"
"Q55625266","Malayalam"
"Q55627972","Malayalam"
"Q55628341","Malayalam"
"Q55623989","Bangla"
"Q55624541","Bangla"
"Q55624645","Bangla"
"Q55625285","Bangla"
"Q55625360","Bangla"
"Q55628384","Bangla"
"Q55629885","Bangla"
"Q55631032","Bangla"
"Q55631121","Bangla"
"Q55631133","Bangla"
"Q55631958","Bangla"
"Q55632544","Bangla"
"Q55630092","Spanish"
"Q55625195","Sinhala"
"Q55632601","Sinhala"
"Q55633261","Jeseri"
"Q54870300","German"
"Q54868299","English"
"Q54868300","English"
"Q54868306","English"
"Q54868307","English"
"Q54868305","English"
"Q54868310","English"
"Q54868311","English"
"Q54868308","English"
"Q54868309","English"
"Q54868314","English"
"Q54868315","English"
"Q54868313","English"
"Q54868318","English"
"Q54868319","English"
"Q54868317","English"
"Q54868320","English"
"Q54868321","English"
"Q54868324","English"
"Q54868325","English"
"Q54878316","German"
"Q54892113","German"
"Q54888572","English"
"Q54888784","English"
"Q54888785","English"
"Q54896121","German"
"Q54894945","English"
"Q54894960","English"
"Q54894974","English"
"Q54894989","English"
"Q54894999","English"
"Q54894996","English"
"Q54895003","English"
"Q54895011","English"
"Q54895008","English"
"Q54895013","English"
"Q54895016","English"
"Q54895029","English"
"Q54919174","English"
"Q54924330","English"
"Q54928669","English"
"Q54933357","English"
"Q54945490","German"
"Q54954781","English"
"Q54959415","German"
"Q54958357","English"
"Q54958628","English"
"Q54959170","English"
"Q54959190","English"
"Q54959189","English"
"Q54959199","English"
"Q54959243","English"
"Q54958357","Cantonese"
"Q54969936","Bulgarian"
"Q54970121","Bulgarian"
"Q54888126","Japanese"
"Q55023657","English"
"Q54921490","Japanese"
"Q55047363","German"
"Q55062257","English"
"Q55062697","English"
"Q55070339","English"
"Q54874531","Arabic"
"Q54899900","Arabic"
"Q54956954","French"
"Q54975514","Swedish"
"Q55007609","Kashmiri"
"Q54931979","Odia"
"Q54933364","Odia"
"Q54942929","Odia"
"Q54876821","Russian"
"Q54879127","Russian"
"Q54979752","Russian"
"Q54989628","Russian"
"Q54999677","Russian"
"Q54959074","Hindi"
"Q55019076","Hindi"
"Q54947832","Nepali"
"Q54951048","Nepali"
"Q54952285","Nepali"
"Q54957850","Nepali"
"Q54958012","Nepali"
"Q54958231","Nepali"
"Q54975399","Nepali"
"Q54986324","Nepali"
"Q54986417","Nepali"
"Q54986569","Nepali"
"Q55007767","Nepali"
"Q55007988","Nepali"
"Q55008286","Nepali"
"Q54958836","Luxembourgish"
"Q54913357","Spanish"
"Q54913984","Spanish"
"Q54975435","Spanish"
"Q55032505","Spanish"
"Q55069501","Spanish"
"Q55074693","Spanish"
"Q55074718","Spanish"
"Q54945539","Sinhala"
"Q54958357","Mandarin Chinese"
"Q55731082","English"
"Q55739343","Portuguese"
"Q55739783","Portuguese"
"Q55749390","German"
"Q55727185","Korean"
"Q55727816","Korean"
"Q55727831","Korean"
"Q55727846","Korean"
"Q55727924","Korean"
"Q55727933","Korean"
"Q55749390","English"
"Q55728574","Korean"
"Q55728572","Korean"
"Q55728592","Korean"
"Q55728688","Korean"
"Q55728722","Korean"
"Q55728744","Korean"
"Q55728819","Korean"
"Q55729292","Korean"
"Q55729351","Korean"
"Q55729404","Korean"
"Q55729512","Korean"
"Q55729646","Korean"
"Q55729756","Korean"
"Q55729866","Korean"
"Q55729886","Korean"
"Q55729937","Korean"
"Q55730126","Korean"
"Q55730196","Korean"
"Q55730515","Korean"
"Q55730537","Korean"
"Q55730579","Korean"
"Q55730599","Korean"
"Q55730642","Korean"
"Q55730740","Korean"
"Q55730927","Korean"
