"QID","itemLabel","itemDescription","article"
"Q110991073","Anacrouse","entertainment and cultural production company in Quebec",NA
"Q110991053","Cirque Alphonse","entertainment and cultural production company in Quebec",NA
"Q110991028","La maison Fauve","entertainment and cultural production company in Quebec",NA
"Q110991094","Management Encore","entertainment and cultural production company in Quebec",NA
"Q111288732","Asobi Planet","South Korean animation studio",NA
"Q111360430","Taavi Vartia Tuotannot","Finnish film production company",NA
"Q111040265","Bautafilm","Swedish film company",NA
"Q110999039","Société Philhamonique de Saint-Hyacinthe","philharmonic ensemble",NA
"Q110989823","Lion Forge Animation","American media company",NA
"Q110991091","Agents Doubles Productions","entertainment and cultural production company in Quebec",NA
"Q110991050","Concertium","entertainment and cultural production company in Quebec",NA
"Q110991072","Comédie star","entertainment and cultural production company in Quebec",NA
"Q110991069","Les productions d'Albert Inc.","entertainment and cultural production company in Quebec",NA
"Q110991031","Musicor Spectacles","entertainment and cultural production company in Quebec",NA
"Q110991096","La Tanière","entertainment and cultural production company in Quebec",NA
"Q110991055","Productions KOSCENE inc","entertainment and cultural production company in Quebec",NA
"Q110991071","Porte Parole","entertainment and cultural production company in Quebec",NA
"Q111364562","Långfilm Productions","Finnish film production company",NA
"Q110940427","Q110940427",NA,NA
"Q110943096","Q110943096",NA,NA
"Q110948836","Q110948836",NA,NA
"Q110949254","Q110949254",NA,NA
"Q110949253","Q110949253",NA,NA
"Q110951960","Q110951960",NA,NA
"Q110955621","Q110955621",NA,NA
"Q110967408","Q110967408",NA,NA
"Q110970346","Q110970346",NA,NA
"Q110971678","Q110971678",NA,NA
"Q110973501","Q110973501",NA,NA
"Q111015906","Q111015906",NA,NA
"Q111051470","Q111051470",NA,NA
"Q111068015","Q111068015",NA,NA
"Q111087457","Q111087457",NA,NA
"Q111096544","Q111096544",NA,NA
"Q111104103","Q111104103",NA,NA
"Q111108985","Q111108985",NA,NA
"Q111132676","Q111132676",NA,NA
"Q111133751","Q111133751",NA,NA
"Q111133757","Q111133757",NA,NA
"Q111133983","Q111133983",NA,NA
"Q111200447","Q111200447",NA,NA
"Q111248673","Q111248673",NA,NA
"Q111253812","Q111253812",NA,NA
"Q111344501","Q111344501",NA,NA
"Q111345091","Q111345091",NA,NA
"Q111364504","Q111364504",NA,NA
"Q111380070","Q111380070",NA,NA
"Q111381096","Q111381096",NA,NA
"Q111430972","Q111430972",NA,NA
"Q111434819","Q111434819",NA,NA
"Q111016124","Break Out Pictures","Irish film company",NA
"Q110991093","AMusic","entertainment and cultural production company in Quebec",NA
"Q110991030","Monarque Productions Inc.","entertainment and cultural production company in Quebec",NA
"Q110949370","BOP Ballet Opéra Pantomime",NA,NA
"Q111286607","Fun Movies","adult film/video distributor",NA
"Q110997499","Ellison-White Traveling Circuit Chautauqua","American series of early 20th century itinerant chautauquas",NA
"Q111362777","Incredibly good institution – FADE IN","independent media and film production",NA
"Q110991023","Groupe Phaneuf","entertainment and cultural production company in Quebec",NA
"Q110991049","La Tribu Agence","entertainment and cultural production company in Quebec",NA
"Q110991068","MP3 Spectacles","entertainment and cultural production company in Quebec",NA
"Q110991052","Tandem.mu","entertainment and cultural production company in Quebec",NA
"Q111310084","Matt Tolmach Productions",NA,NA
"Q112114189","Moustik'air","record label",NA
"Q111448812","Anon-IB","defunct revenge porn website",NA
"Q111452819","SpiderWebShow Performance","Canadian based live-to-digital performance hybrid company",NA
"Q111472057","Epsilon A.E.","Greek production company",NA
"Q111636110","Yang's Martial Arts Association","production companies in the Czech Republic",NA
"Q112110926","Q112110926","film production company",NA
"Q112183402","Kazalište Daska","theater company from Sisak, Croatia; non-govermental organization",NA
"Q112194882","Monticello Park Productions","producing company",NA
"Q112221795","Katapult Filmproduktion","German film production company",NA
"Q112221779","Katapult Film","Hungarian film production company",NA
"Q111531672","Common Room Productions","Australian documentary film company",NA
"Q112201910","Estúdio Preto e Branco","Brazilan producing company",NA
"Q112031578","JustFor.Fans","adult content subscription service",NA
"Q111637280","Silva Mysterium","Finnish film production company",NA
"Q111956304","Bonobo Films",NA,NA
"Q111977173","SCOOTER FILMS",NA,NA
"Q111978934","Hotline","Japanese animation studio",NA
"Q111974537","CLAP","Japanese animation studio",NA
"Q111986120","Frontier Engine","Japanese animation studio",NA
"Q112194890","Doze Studio","French animation studio",NA
"Q112167882","Creston Studios","American animation studio",NA
"Q111475937","Endeavor Content","film and television production company",NA
"Q111541375","Paper Street Media","American tech company and pornography producer",NA
"Q112194895","The Line Animation","English animation studio",NA
"Q111652204","Ludo","Australian creative studio",NA
"Q111471246","Lchaim Productions",NA,NA
"Q111902341","Scandinavian Content Group",NA,NA
"Q112122040","crush-fetish.net",NA,NA
"Q112122079","Crush Goddess",NA,NA
"Q111955723","Kwassa Films",NA,NA
"Q112122080","Lethal Pressure",NA,NA
"Q111986165","Toolbox Film","Danish film company",NA
"Q111590718","Stichting Openbaar Kunstbezit",NA,NA
"Q112042667","Painswick Film",NA,NA
"Q112131150","Lugh Films","film production company",NA
"Q112110520","Théâtre du Luxembourg","puppet theatre in the Jardin du Luxembourg in Paris, France",NA
"Q111490641","Meta Film Stockholm",NA,NA
"Q112194891","Giant Animation Studio","Irish animation studio",NA
"Q112194893","Ibrido Studio","Italian animation studio",NA
"Q112222258","Memfis Film Rights5","Swedish film production company",NA
"Q111671732","Nagvlug Films","South African film production company",NA
"Q111686423","MPL Studios","pornographic film studio",NA
"Q111920310","Film 45","American film and television production company",NA
"Q111654353","Foxes.com","adult website",NA
"Q111488974","Green Pixel Productions","Greek production company",NA
"Q111749436","Edith film","Finnish film production company",NA
"Q111986856","Pan Distribution","French film company",NA
"Q112110874","Q112110874","film studio in Bratislava",NA
"Q112222310","Zozo","British film production company",NA
"Q112194896","Zombie Studio","Brazilian animation studio",NA
"Q111971239","Metro-Tape","television production company",NA
"Q111738391","unlockd","adult content subscription platform",NA
"Q111534458","Le Trident","theater company in Quebec city",NA
"Q111724482","Coal Mine Theatre","theatre Company",NA
"Q112167795","Kayro Productions","American television production company",NA
"Q112194892","Gunner Studio","American animation studio",NA
"Q111812321","Hyæne Film","Danish film company",NA
"Q111792381","SextPanther","website with adult content",NA
"Q111889769","Audioland As","Sámi production company",NA
"Q112180254","Red Nose","andorran producer company",NA
"Q111457344","Q111457344",NA,NA
"Q111477954","Q111477954",NA,NA
"Q111506692","Q111506692",NA,NA
"Q111508186","Q111508186",NA,NA
"Q111508191","Q111508191",NA,NA
"Q111588586","Q111588586",NA,NA
"Q111604177","Q111604177",NA,NA
"Q111604207","Q111604207",NA,NA
"Q111676186","Q111676186",NA,NA
"Q111678444","Q111678444",NA,NA
"Q111710915","Q111710915",NA,NA
"Q111724531","Q111724531",NA,NA
"Q111740165","Q111740165",NA,NA
"Q111743339","Q111743339",NA,NA
"Q111749435","Q111749435",NA,NA
"Q111784576","Q111784576",NA,NA
"Q111836250","Q111836250",NA,NA
"Q111967979","Q111967979",NA,NA
"Q111968268","Q111968268",NA,NA
"Q111968336","Q111968336",NA,NA
"Q111968538","Q111968538",NA,NA
"Q111968568","Q111968568",NA,NA
"Q111976874","Q111976874",NA,NA
"Q111986134","Q111986134",NA,NA
"Q111987294","Q111987294",NA,NA
"Q112062715","Q112062715",NA,NA
"Q112066636","Q112066636",NA,NA
"Q112109739","Q112109739",NA,NA
"Q112111974","Q112111974",NA,NA
"Q112148592","Q112148592",NA,NA
"Q111658694","Théâtre de la Ville","theatre production company in Zurich",NA
"Q112020394","Hemisferio Films","Film Production Company",NA
"Q112221845","Filmpartners","Hungarian film production company",NA
"Q111955747","LX Filmes",NA,NA
"Q112111902","Edic Films","French film production company",NA
"Q112194894","Owl House Studios","English animation studio",NA
"Q111734305","Influential Films","music video production company",NA
"Q111488934","Plus Productions",NA,NA
"Q112166726","CL Productions","Greek production company",NA
"Q111692189","East Siberian Newsreel Studio","Irkutsk non-fiction film studio",NA
"Q112748195","Mediopolis Film- und Fernsehproduktion","German film production company",NA
"Q112769638","VIP Medienfonds","German film production company",NA
"Q112750169","Maïa Films","French film production company",NA
"Q112745539","Entre Chien et Loup","Belgian film production company",NA
"Q112627420","Kaplan Film Production","Turkish film production company",NA
"Q112223766","Style Jam",NA,NA
"Q112398048","Atelier Pontdarc",NA,NA
"Q112604242","Cayenne Médias","Film production company",NA
"Q112751239","Studio Kembara","film production company",NA
"Q112745642","Ipso Facto Films","British film production company",NA
"Q112750210","Zephyr Films","British film production company",NA
"Q112640436","Q112640436","Swedish film production company",NA
"Q112749789","Pentagrama Films","Spanish film production company",NA
"Q112744674","Ulrich Seidl Film Produktion","Austrian film production company",NA
"Q112727460","Eclectic Production","production company",NA
"Q112627334","Odeon","Greek film production company",NA
"Q112669723","Marionnettes du Parc Montsouris","puppet theater in Paris, France",NA
"Q112731680","Phoenix Film Investments","Danish film production company",NA
"Q112922936","Keyano Theatre Company","production department of the Keyano Theatre & Arts Centre",NA
"Q112748229","ÚJ Budapest Filmstúdió","Hungarian film production company",NA
"Q112232268","Filbox","Portuguese film production company",NA
"Q112265391","Klikk Productions","Icelandic film production company",NA
"Q112265396","Köggull Filmworks","Icelandic film production company",NA
"Q112750282","TriArt Film",NA,NA
"Q112918280","Youplanet Pictures",NA,NA
"Q112226288","Cinemaker",NA,NA
"Q112226410","Tidal Films",NA,NA
"Q112226413","Ulysses Filmproduktion",NA,NA
"Q112742981","IN Film Praha","Czech film production company",NA
"Q112916316","Rija Films",NA,NA
"Q112265416","Artbox","film production company; produced the films 'Children' (2006) and 'Parents' (2007) by Ragnar Bragason",NA
"Q112812126","Dulac Productions","French film production company",NA
"Q112224696","NBC Universal Global Networks España","film production company",NA
"Q112232720","Motion Picture Investment Group","Belgian film production company",NA
"Q112470682","New Tales","New Tales is a danish film company started by the producers Mette Mikkelsen and Jonathan Langelund.",NA
"Q112633366","Circle of Confusion","film production company",NA
"Q112627218","Jost Hering Filmproduktion","German film production company",NA
"Q112618843","Klas Film","Bulgarian film production company",NA
"Q112769437","Nouvelles Éditions de Films","French film production company",NA
"Q112224683","Origen P.C.","Spanish film production company",NA
"Q112299630","Multi Art Azure","entertainment company",NA
"Q112775559","Final Cut Productions","Danish film production company",NA
"Q112701674","Am Bocsa","animation studio",NA
"Q112232667","Clockwork Pictures","British film production company",NA
"Q112627258","Le Spot","Greek film production company",NA
"Q112232683","Hector BV","Dutch film production company",NA
"Q112257679","Raw and Real Productions LTD","Television production company",NA
"Q112231349","Q112231349",NA,NA
"Q112248051","Q112248051",NA,NA
"Q112295325","Q112295325",NA,NA
"Q112346027","Q112346027",NA,NA
"Q112585591","Q112585591",NA,NA
"Q112607467","Q112607467",NA,NA
"Q112607474","Q112607474",NA,NA
"Q112617935","Q112617935",NA,NA
"Q112642038","Q112642038",NA,NA
"Q112642060","Q112642060",NA,NA
"Q112643673","Q112643673",NA,NA
"Q112651070","Q112651070",NA,NA
"Q112663237","Q112663237",NA,NA
"Q112731985","Journal-Film Klaus Volkenborn","German film production company",NA
"Q112670928","Q112670928",NA,NA
"Q112674806","Q112674806",NA,NA
"Q112679362","Q112679362",NA,NA
"Q112679360","Q112679360",NA,NA
"Q112761550","Q112761550",NA,NA
"Q112764050","Q112764050",NA,NA
"Q112803436","Q112803436",NA,NA
"Q112805475","Q112805475",NA,NA
"Q112820266","Q112820266",NA,NA
"Q112821258","Q112821258",NA,NA
"Q112841664","Q112841664",NA,NA
"Q112841733","Q112841733",NA,NA
"Q112842985","Q112842985",NA,NA
"Q112843325","Q112843325",NA,NA
"Q112843469","Q112843469",NA,NA
"Q112843827","Q112843827",NA,NA
"Q112843839","Q112843839",NA,NA
"Q112843842","Q112843842",NA,NA
"Q112847471","Q112847471",NA,NA
"Q112864617","Q112864617",NA,NA
"Q112864620","Q112864620",NA,NA
"Q112868058","Q112868058",NA,NA
"Q112876829","Q112876829",NA,NA
"Q112895791","Q112895791",NA,NA
"Q112897878","Q112897878",NA,NA
"Q112948522","Q112948522",NA,NA
"Q112511014","Pratibha Arts","performing arts presenting organization in Toronto, Ontario, Canada",NA
"Q112572962","MT Space","performing arts presenting and producing organization in Waterloo, Ontario, Canada",NA
"Q112230603","Media Investment Club","Danish media production company",NA
"Q112650982","Pictionary Art Factory","South Korean animation studio",NA
"Q112543931","Red Line Productions","Greek production company",NA
"Q112429406","Junkyard Dog Productions","producing company that develops and produces new musical theatre",NA
"Q112748160","Baš Čelik Film House","Serbian film production company",NA
"Q112395144","Théâtre Les Tanneurs","theater company in Brussels",NA
"Q112669530","Marionnettes du Ranelagh","puppet theater in Paris, France",NA
"Q112580848","Theater Lübeck","theatre production company in Lübeck, Germany",NA
"Q112769571","Castelao Producciones","Spanish film production company",NA
"Q112713282","Blair Entertainment","television production/distribution company",NA
"Q112897980","Stadttheater Bern","theatre production company in Bern (Switzerland)",NA
"Q113044679","Volkstheater","theatre company in Vienna, Austria",NA
"Q113045212","Théâtre de la Madeleine","theatre company in 8th arrondissement of Paris, France",NA
"Q113070583","Csokonai Theatre","theatre company in Debrecen, Hungary",NA
"Q113070760","Cyprian Kamil Norwid Theatre","theatre company in Jelenia Góra, Poland",NA
"Q113071171","Odense Teater","theatre company in Odense Municipality, Denmark",NA
"Q113112027","Tivoli Film Productions","Hungarian film production company",NA
"Q113070851","Theaterhaus Jena","theatre company in Jena, Germany",NA
"Q113111995","Menuet","Belgian film production company",NA
"Q113044611","Theater Hof","theatre company in Hof, Germany",NA
"Q113116894","Televisor Troika","German film production company",NA
"Q113112171","Posthus Teatret","Danish film production company",NA
"Q113070414","Cologne Opera","theatre company in Altstadt-Nord, Germany",NA
"Q113044298","Thalia Theater","theatre company in Hamburg-Mitte, Germany",NA
"Q113044936","Oper Frankfurt","theatre company in Frankfurt am Main, Germany",NA
"Q113238578","Sneeze films","Production company",NA
"Q113045470","Teatro India","theatre company in Rome, Italy",NA
"Q113124877","Brilliance Communications","Finnish television production company",NA
"Q113016469","Minnow Mountain",NA,NA
"Q113197925","French Quarter Film",NA,NA
"Q113045300","National Theatre of Szeged","theatre company in Szeged, Hungary",NA
"Q113075911","Motor ApS","Danish film company",NA
"Q113044895","Teatr Studio","theatre company in Warsaw, Poland",NA
"Q113070903","Slovene National Theatre Nova Gorica","theatre company in Nova Gorica, Slovenia",NA
"Q113071088","Radnóti Theatre","theatre company in Budapest District VI, Hungary",NA
"Q113074327","Stopline","Portuguese film production company",NA
"Q113112143","Thermidor Filmproduktion","German film production company",NA
"Q113065476","Big Bear Theatre Project",NA,NA
"Q113069937","Royal Opera House Covent Garden Foundation","theatre company in London, United Kingdom",NA
"Q113071114","Tivoli Színház","theatre company in Budapest District VI, Hungary",NA
"Q113137701","Teknopilot","Norwegian production company and game developer",NA
"Q113070627","Vienna Volksoper","theatre company in Vienna, Austria",NA
"Q113238607","Get known production","Production company",NA
"Q113220333","Plattform Produktion",NA,NA
"Q113045326","Shalom Theatre","theatre company in Moscow, Russia",NA
"Q113045433","Ludowy Theatre","theatre company in Kraków, Poland",NA
"Q113071312","Small Stage of the Slovak National Theatre","theatre company in Bratislava, Slovakia",NA
"Q113070709","Nowy Teatr","theatre company in Warsaw, Poland",NA
"Q113070485","Budapest Operetta and Musical Theatre","theatre company in Budapest District VI, Hungary",NA
"Q113045495","Staatsschauspiel Dresden","theatre company in Dresden, Germany",NA
"Q113112055","Objectiv Filmstudio","Hungarian film production company",NA
"Q113080595","Rogaland Teater","theatre company in Stavanger, Norway",NA
"Q113045037","Bayreuth Festival Theatre","theatre company in Bayreuth, Germany",NA
"Q113045594","Theater Scena STU","theatre company in Kraków, Poland",NA
"Q113044848","Hungarian State Opera","theatre company",NA
"Q113045553","Teatr Animacji","theatre company in Poznań, Poland",NA
"Q113070645","Teatro Lirico Giuseppe Verdi","theatre company in Trieste, Italy",NA
"Q113072274","Théâtre de l'Union","theatre company in Limoges, France",NA
"Q113070226","Maneken Theatre","theatre company in Chelyabinsk, Russia",NA
"Q113071502","Divadlo Jána Palárika","theatre company in Trnava, Slovakia",NA
"Q112954597","Q112954597",NA,NA
"Q112983145","Q112983145",NA,NA
"Q113000926","Q113000926",NA,NA
"Q113003363","Q113003363",NA,NA
"Q113016441","Q113016441",NA,NA
"Q113019166","Q113019166",NA,NA
"Q113019165","Q113019165",NA,NA
"Q113019168","Q113019168",NA,NA
"Q113027342","Q113027342",NA,NA
"Q113031633","Q113031633",NA,NA
"Q113045299","Q113045299",NA,NA
"Q113111040","Q113111040",NA,NA
"Q113112270","Q113112270",NA,NA
"Q113112268","Q113112268",NA,NA
"Q113124813","Q113124813",NA,NA
"Q113125981","Q113125981",NA,NA
"Q113131475","Q113131475",NA,NA
"Q113132521","Q113132521",NA,NA
"Q113132847","Q113132847",NA,NA
"Q113136680","Q113136680",NA,NA
"Q113137735","Q113137735",NA,NA
"Q113137732","Q113137732",NA,NA
"Q113141405","Q113141405",NA,NA
"Q113148432","Q113148432",NA,NA
"Q113152427","Q113152427",NA,NA
"Q113181698","Q113181698",NA,NA
"Q113181772","Q113181772",NA,NA
"Q113181779","Q113181779",NA,NA
"Q113201588","Q113201588",NA,NA
"Q113234914","Q113234914",NA,NA
"Q113240963","Q113240963",NA,NA
"Q113240995","Q113240995",NA,NA
"Q113130083","Kaleidoscope Productions","film production company",NA
"Q113116290","101","Icelandic film production company",NA
"Q113071373","Közép Európa Táncszínház","theatre company in Budapest District VII, Hungary",NA
"Q113070199","Freie Bühne Wieden","theatre company in Vienna, Austria",NA
"Q113112046","Tivoli Film Produktion","German film production company",NA
"Q113104259","Manigolda Film","French film production company",NA
"Q113119338","Stichting Omroep Muziek","Dutch production company",NA
"Q113070684","Ateneum Theatre","theatre company in Warsaw, Poland",NA
"Q113146199","Baram Pictures","South Korean TV series production company",NA
"Q113112150","Société Parisienne de Production","Paris division of the Coproduction Office",NA
"Q113120058","Witfilm","Amsterdam based production company specialized in creative, social and youth documentary for television, cinema and cross media platforms",NA
"Q113072351","Taganka Theatre","theatre company in Moscow, Russia",NA
"Q113078301","Théâtre Royal du Parc","theatre company in Brussels",NA
"Q113162614","Pedio Productions","Greek production company",NA
"Q113070725","National Theater of Kosovo","theatre company in Pristina, Kosovo",NA
"Q113119128","Veit Helmer Filmproduktion","German film production company",NA
"Q113070300","Renaissance-Theater","theatre company in Charlottenburg-Wilmersdorf, Germany",NA
"Q113238588","Golden icons media","Production company",NA
"Q113045774","Sarajevo National Theatre","theatre company in Sarajevo, Bosnia and Herzegovina",NA
"Q113453654","The Other Side Films","Spanish film production company",NA
"Q113484953","Théâtre d’Esch","theatre company in Esch-sur-Alzette, Luxembourg",NA
"Q113486042","Maxim Gorki Theatre","theatre company in Berlin, Germany",NA
"Q113482656","Marionnettes du parc Georges Brassens","puppet theater in Paris, France",NA
"Q113470582","Stadttheater Klagenfurt","theatre company in Klagenfurt, Austria",NA
"Q113343743","Toyin Abraham Productions","production company",NA
"Q113486280","Ernst Deutsch Theater","theatre company in Hamburg-Nord, Germany",NA
"Q113485988","Neues Theater","theatre company in Halle (Saale), Germany",NA
"Q113407859","Great Pacific Media",NA,NA
"Q113462994","SEO Entertainment",NA,NA
"Q113485689","Polish Theatre in Wrocław","theatre company in Wrocław, Poland",NA
"Q113321832","Cube Film","Malaysian TV production company",NA
"Q113486569","Zürich Opera House","theatre company in Zürich, Switzerland",NA
"Q113486622","Aalto Theatre","theatre company in Essen, Germany",NA
"Q113482204","Lubuski Teatr","theatre company in Zielona Góra, Poland",NA
"Q113402689","Studio Flow","production studio, South Korean",NA
"Q113470378","Theater Trier","theatre company in Trier, Germany",NA
"Q113485210","National Theatre in Subotica","theatre company in Subotica, Serbia",NA
"Q113485234","Teatrul Tineretului Piatra Neamț","theatre company in Piatra Neamț, Romania",NA
"Q113486288","Teatro dell'Opera di Roma","theatre company in Rome, Italy",NA
"Q113486638","Croatian National Theatre in Zagreb","theatre company in Zagreb, Croatia",NA
"Q113531696","Maison de la Culture de Grenoble","theatre company in Grenoble, France",NA
"Q113299031","Dioni Visions",NA,NA
"Q113482142","Lviv Theatre of Opera and Ballet",NA,NA
"Q113470445","Théâtre de la Gaîté-Montparnasse","theatre company in 14th arrondissement of Paris, France",NA
"Q113482175","Darmstadt State Theater","theatre company in Darmstadt, Germany",NA
"Q113486256","Theater St. Gallen","theatre company in St. Gallen, Switzerland",NA
"Q113531770","Stadsschouwburg Amsterdam","theatre company in Amsterdam, Netherlands",NA
"Q113531950","Théâtre de la Croix-Rousse","theatre company in 4th arrondissement of Lyon, France",NA
"Q113482165","St.-Pauli-Theater","theatre company in Germany",NA
"Q113484903","Graz Opera","theatre company in Graz, Austria",NA
"Q113345467","TMPL Motion Pictures","production company",NA
"Q113470397","Teatr Lalek Banialuka",NA,NA
"Q113458922","Pour toi public productions","French film production company",NA
"Q113482159","Teatro Donizetti","theatre company in Bergamo, Italy",NA
"Q113470431","Ciróka Puppet Theatre",NA,NA
"Q113500171","Vincent productions",NA,NA
"Q113486247","Koninklijke Schouwburg","theatre company in The Hague, Netherlands",NA
"Q113486261","Hessisches Staatstheater Wiesbaden","theatre company in Mitte, Germany",NA
"Q113461380","Kemi adetiba visuals","Production company",NA
"Q113531639","Odéon-Théâtre de l'Europe","theatre company in 6th arrondissement of Paris, France",NA
"Q113485121","Landestheater Niederösterreich","theatre company in St. Pölten, Austria",NA
"Q113242188","Papel image studios","Production company",NA
"Q113532008","Staatstheater am Gärtnerplatz","theatre company in Munich, Germany",NA
"Q113470451","National Theatre of Iceland","theatre company in Reykjavík, Iceland",NA
"Q113486202","Théâtre National de la Criée","theatre company in Marseille, France",NA
"Q113486209","Teatro Libero","theatre company in Palermo, Italy",NA
"Q113486601","Opéra Royal de Wallonie","theatre company in Liège, Belgium",NA
"Q113470466","Akademietheater","theatre company in Vienna, Austria",NA
"Q113360719","Schmidtz Katze Filmkollektiv",NA,NA
"Q113531907","Muziektheater","theatre company in Amsterdam, Netherlands",NA
"Q113485944","Unicorn Theatre","theatre company in London Borough of Southwark, United Kingdom",NA
"Q113291749","Corporate world pictures","Film production company",NA
"Q113485171","Halle Opera","theatre company in Halle (Saale), Germany",NA
"Q113460488","Popular Plays and Players","American film production company",NA
"Q113482130","Teatr Polski in Bielsko-Biała","theatre company in Bielsko-Biała, Poland",NA
"Q113292557","Gigglebug Entertainment","Finnish production company",NA
"Q113484940","Teatr im. Wojciecha Bogusławskiego","theatre company in Kalisz, Poland",NA
"Q113486198","Gliwicki Teatr Muzyczny","theatre company in Gliwice, Poland",NA
"Q113531558","TAK - Theater Liechtenstein","theatre company in Schaan, Liechtenstein",NA
"Q113293114","Yangtze Repertory Theater of America","theater company based in New York City, United States",NA
"Q113293950","Four Seas Players","theater company based in New York City, United States",NA
"Q113470411","Schauspielhaus Graz","theatre company in Graz, Austria",NA
"Q113470544","Salzburger Landestheater","theatre company in Salzburg, Austria",NA
"Q113485162","Teatrul de Nord","theatre company in Satu Mare, Romania",NA
"Q113485976","Slovene People's Theatre Celje","theatre company in City Municipality of Celje, Slovenia",NA
"Q113482229","Staatstheater Cottbus","theatre company in Cottbus, Brandenburg, Germany",NA
"Q113470435","Bárka Színház","theatre company in Budapest, Hungary",NA
"Q113486506","Teatro La Fenice","theatre company in Venice, Italy",NA
"Q113486266","Volkstheater Rostock","theatre company in Rostock, Germany",NA
"Q113251043","Q113251043",NA,NA
"Q113278842","Q113278842",NA,NA
"Q113292149","Q113292149",NA,NA
"Q113355423","Q113355423",NA,NA
"Q113390650","Q113390650",NA,NA
"Q113453985","Q113453985",NA,NA
"Q113453995","Q113453995",NA,NA
"Q113458913","Q113458913",NA,NA
"Q113458931","Q113458931",NA,NA
"Q113458934","Q113458934",NA,NA
"Q113459561","Q113459561",NA,NA
"Q113463801","Q113463801",NA,NA
"Q113514998","Q113514998",NA,NA
"Q113470514","Staatsoper Stuttgart","theatre company in Germany",NA
"Q113486430","Stadttheater Fürth",NA,NA
"Q113470585","Theater in der Josefstadt","theatre company in Josefstadt, Austria",NA
"Q113486585","Teatro Comunale di Firenze","theatre company in Florence, Italy",NA
"Q113532068","Oldenburgisches Staatstheater","theatre company in Oldenburg, Germany",NA
"Q113461991","Attis Theatre","Greek theatre company",NA
"Q113303351","FilmOne Entertainment","production company",NA
"Q113470440","Croatian National Theatre Ivan pl. Zajc in Rijeka","theatre company in Rijeka, Croatia",NA
"Q113292095","Trøndelag Teater",NA,NA
"Q113531796","Loveland Stage Company","theater company based in Loveland, Ohio, United States",NA
"Q113242162","Crown Prince Productions","Production company",NA
"Q113482238","Teatr Rozrywki","theatre company in Chorzów, Poland",NA
"Q113345445","Kountry Kulture Network","production company",NA
"Q113361212","Messercola Drama & Soap",NA,NA
"Q113462720","PLAZAMEDIA",NA,NA
"Q113473636","Íntims Produccions",NA,NA
"Q113485192","Teatro dei Riuniti",NA,NA
"Q114287634","All Ages of Geek","American digital media company focused on geek culture multimedia",NA
"Q114313828","Maintenant et plus tard","production company",NA
"Q113625627","Jens Fischer Film","Swedish film production company",NA
"Q113631089","Village Films","Greek film distributor",NA
"Q113865609","Quirk Films","quebec film production company",NA
"Q113661438","Frenzy Films Productions","Greek production company",NA
"Q113576659","Wichita Films",NA,NA
"Q113793974","Epidem ZOT","Finland production company",NA
"Q113764564","How Pictures","production company (Subsidiary JTBC Studios)",NA
"Q114031526","Raemongraein","South Korean TV series production company",NA
"Q113587053","Eyefeed","Swedish film production company",NA
"Q113532176","Théâtre 71","theatre company in Malakoff, France",NA
"Q114071669","Güzel Adamlar Medya","Turkish production company",NA
"Q114051692","Blachfilms","cinema production company",NA
"Q113631035","Brown Bob Productions",NA,NA
"Q113585196","Tyburn Film",NA,NA
"Q113946194","Jet Tone Films",NA,NA
"Q114187914","Atípica Films",NA,NA
"Q113584164","AB Stockholmfilm","Defunct Swedish film distribution and production company",NA
"Q113628178","Argonauts Productions","Greek production company",NA
"Q113991614","Yesbox Productions",NA,NA
"Q114040225","Florentine Films","American film production company",NA
"Q113633973","FilmhusAteljeerna AB",NA,NA
"Q113598123","J.K. Productions","Greek production company",NA
"Q113773691","Rough House Pictures","US film production company",NA
"Q113995539","Kalle Lind Cultural Work AB","Swedish audio production company",NA
"Q114221424","Ted & Company TheaterWorks","American touring theater company",NA
"Q113676690","Studio M2","Japanese animation studio",NA
"Q114050935","Les vues du jardin","cinema production company",NA
"Q113863767","Yellow Cottage","Film company",NA
"Q113532203","Theater & Orchester Heidelberg","theatre company in Heidelberg, Germany",NA
"Q113625619","Succéfilm","Swedish film production company",NA
"Q113558621","Théâtre du Renard","theatre in Paris, France",NA
"Q113676118","Studio Atang","art studio",NA
"Q113532777","Q113532777",NA,NA
"Q113536751","Q113536751",NA,NA
"Q113564659","Q113564659",NA,NA
"Q113564698","Q113564698",NA,NA
"Q113565024","Q113565024",NA,NA
"Q113565635","Q113565635",NA,NA
"Q113571791","Q113571791",NA,NA
"Q113579007","Q113579007",NA,NA
"Q113579759","Q113579759",NA,NA
"Q113579929","Q113579929",NA,NA
"Q113580707","Q113580707",NA,NA
"Q113633603","Q113633603",NA,NA
"Q113633610","Q113633610",NA,NA
"Q113634698","Q113634698",NA,NA
"Q113644926","Q113644926",NA,NA
"Q113646351","Q113646351",NA,NA
"Q113662265","Q113662265",NA,NA
"Q113676647","Q113676647",NA,NA
"Q113682043","Q113682043",NA,NA
"Q113687974","Q113687974",NA,NA
"Q113699912","Q113699912",NA,NA
"Q113699916","Q113699916",NA,NA
"Q113564308","Landei Produktion","Music production company and recording studio",NA
"Q113793995","Q113793995",NA,NA
"Q113828288","Q113828288",NA,NA
"Q113829294","Q113829294",NA,NA
"Q113830103","Q113830103",NA,NA
"Q113839106","Q113839106",NA,NA
"Q113841526","Q113841526",NA,NA
"Q113870766","Q113870766",NA,NA
"Q113897121","Q113897121",NA,NA
"Q113901150","Q113901150",NA,NA
